"state","puma2k","cbsa","stab","cbsaname15","PUMA2kName","pop10","afact"
"FIPS state","puma2k","CBSA current as of CBSAyr","State Postal Code","2015 CBSA Name","PUMA 2K Name","Total Pop, 2010 census","puma2k to cbsa alloc factor"
"01","00100","22520","AL","Florence-Muscle Shoals, AL (Metro)","0100100",147137,1 
"01","00200","26620","AL","Huntsville, AL (Metro)","0100200",173632,1 
"01","00300","26620","AL","Huntsville, AL (Metro)","0100300",243961,1 
"01","00400","22840","AL","Fort Payne, AL (Micro)","0100400",71109,0.572 
"01","00400","42460","AL","Scottsboro, AL (Micro)","0100400",53227,0.428 
"01","00500"," ","AL"," ","0100500",24484,0.124 
"01","00500","10700","AL","Albertville, AL (Micro)","0100500",93019,0.47 
"01","00500","18980","AL","Cullman, AL (Micro)","0100500",80406,0.406 
"01","00600","19460","AL","Decatur, AL (Metro)","0100600",153829,1 
"01","00700"," ","AL"," ","0100700",108048,0.845 
"01","00700","46220","AL","Tuscaloosa, AL (Metro)","0100700",19746,0.155 
"01","00800","13820","AL","Birmingham-Hoover, AL (Metro)","0100800",207938,1 
"01","00901","13820","AL","Birmingham-Hoover, AL (Metro)","0100901",89625,1 
"01","00902","13820","AL","Birmingham-Hoover, AL (Metro)","0100902",100833,1 
"01","00903","13820","AL","Birmingham-Hoover, AL (Metro)","0100903",170157,1 
"01","00904","13820","AL","Birmingham-Hoover, AL (Metro)","0100904",187134,1 
"01","00905","13820","AL","Birmingham-Hoover, AL (Metro)","0100905",110717,1 
"01","01000","23460","AL","Gadsden, AL (Metro)","0101000",104430,1 
"01","01100"," ","AL"," ","0101100",77806,0.486 
"01","01100","11500","AL","Anniston-Oxford-Jacksonville, AL (Metro)","0101100",4,0 
"01","01100","45180","AL","Talladega-Sylacauga, AL (Micro)","0101100",82291,0.514 
"01","01200","11500","AL","Anniston-Oxford-Jacksonville, AL (Metro)","0101200",118568,1 
"01","01300","13820","AL","Birmingham-Hoover, AL (Metro)","0101300",195085,1 
"01","01400","46220","AL","Tuscaloosa, AL (Metro)","0101400",194656,1 
"01","01500"," ","AL"," ","0101500",40663,0.33 
"01","01500","13820","AL","Birmingham-Hoover, AL (Metro)","0101500",22915,0.186 
"01","01500","42820","AL","Selma, AL (Micro)","0101500",43819,0.356 
"01","01500","46220","AL","Tuscaloosa, AL (Metro)","0101500",15760,0.128 
"01","01600","10760","AL","Alexander City, AL (Micro)","0101600",41586,0.317 
"01","01600","13820","AL","Birmingham-Hoover, AL (Metro)","0101600",43643,0.333 
"01","01600","45180","AL","Talladega-Sylacauga, AL (Micro)","0101600",11539,0.088 
"01","01600","46740","AL","Valley, AL (Micro)","0101600",34215,0.261 
"01","01700","12220","AL","Auburn-Opelika, AL (Metro)","0101700",140182,1 
"01","01700","17980","AL","Columbus, GA-AL (Metro)","0101700",2,0 
"01","01800"," ","AL"," ","0101800",67219,0.34 
"01","01800","10760","AL","Alexander City, AL (Micro)","0101800",30,0 
"01","01800","12220","AL","Auburn-Opelika, AL (Metro)","0101800",65,0 
"01","01800","17980","AL","Columbus, GA-AL (Metro)","0101800",52945,0.268 
"01","01800","20020","AL","Dothan, AL (Metro)","0101800",17302,0.087 
"01","01800","21640","AL","Eufaula, AL-GA (Micro)","0101800",27457,0.139 
"01","01800","45980","AL","Troy, AL (Micro)","0101800",32899,0.166 
"01","01900","33860","AL","Montgomery, AL (Metro)","0101900",204647,1 
"01","02000","33860","AL","Montgomery, AL (Metro)","0102000",158590,1 
"01","02100"," ","AL"," ","0102100",105239,0.68 
"01","02100","12120","AL","Atmore, AL (Micro)","0102100",38319,0.247 
"01","02100","33860","AL","Montgomery, AL (Metro)","0102100",11299,0.073 
"01","02100","42820","AL","Selma, AL (Micro)","0102100",1,0 
"01","02200","33660","AL","Mobile, AL (Metro)","0102200",190370,1 
"01","02300","33660","AL","Mobile, AL (Metro)","0102300",222622,1 
"01","02400","19300","AL","Daphne-Fairhope-Foley, AL (Metro)","0102400",182265,1 
"01","02500"," ","AL"," ","0102500",37765,0.33 
"01","02500","20020","AL","Dothan, AL (Metro)","0102500",26786,0.234 
"01","02500","21460","AL","Enterprise, AL (Micro)","0102500",49948,0.436 
"01","02600","20020","AL","Dothan, AL (Metro)","0102600",101551,0.669 
"01","02600","37120","AL","Ozark, AL (Micro)","0102600",50251,0.331 
"02","00101","11260","AK","Anchorage, AK (Metro)","0200101",132542,1 
"02","00102","11260","AK","Anchorage, AK (Metro)","0200102",159284,1 
"02","00200"," ","AK"," ","0200200",55400,0.384 
"02","00200","11260","AK","Anchorage, AK (Metro)","0200200",88995,0.616 
"02","00300"," ","AK"," ","0200300",29880,0.174 
"02","00300","21820","AK","Fairbanks, AK (Metro)","0200300",97581,0.567 
"02","00300","27940","AK","Juneau, AK (Micro)","0200300",31275,0.182 
"02","00300","28540","AK","Ketchikan, AK (Micro)","0200300",13472,0.078 
"02","00400"," ","AK"," ","0200400",101797,1 
"02","00400","28540","AK","Ketchikan, AK (Micro)","0200400",5,0 
"04","00101","38060","AZ","Phoenix-Mesa-Scottsdale, AZ (Metro)","0400101",144539,1 
"04","00102","38060","AZ","Phoenix-Mesa-Scottsdale, AZ (Metro)","0400102",146208,1 
"04","00103","38060","AZ","Phoenix-Mesa-Scottsdale, AZ (Metro)","0400103",234790,1 
"04","00104","38060","AZ","Phoenix-Mesa-Scottsdale, AZ (Metro)","0400104",203305,1 
"04","00105","38060","AZ","Phoenix-Mesa-Scottsdale, AZ (Metro)","0400105",175214,1 
"04","00106","38060","AZ","Phoenix-Mesa-Scottsdale, AZ (Metro)","0400106",100162,1 
"04","00107","38060","AZ","Phoenix-Mesa-Scottsdale, AZ (Metro)","0400107",140319,1 
"04","00108","38060","AZ","Phoenix-Mesa-Scottsdale, AZ (Metro)","0400108",113505,1 
"04","00109","38060","AZ","Phoenix-Mesa-Scottsdale, AZ (Metro)","0400109",171054,1 
"04","00110","38060","AZ","Phoenix-Mesa-Scottsdale, AZ (Metro)","0400110",338420,1 
"04","00111","38060","AZ","Phoenix-Mesa-Scottsdale, AZ (Metro)","0400111",181865,1 
"04","00112","38060","AZ","Phoenix-Mesa-Scottsdale, AZ (Metro)","0400112",155562,1 
"04","00113","38060","AZ","Phoenix-Mesa-Scottsdale, AZ (Metro)","0400113",98693,1 
"04","00114","38060","AZ","Phoenix-Mesa-Scottsdale, AZ (Metro)","0400114",197491,1 
"04","00115","38060","AZ","Phoenix-Mesa-Scottsdale, AZ (Metro)","0400115",143054,1 
"04","00116","38060","AZ","Phoenix-Mesa-Scottsdale, AZ (Metro)","0400116",165987,1 
"04","00117","38060","AZ","Phoenix-Mesa-Scottsdale, AZ (Metro)","0400117",138735,1 
"04","00118","38060","AZ","Phoenix-Mesa-Scottsdale, AZ (Metro)","0400118",170511,1 
"04","00119","38060","AZ","Phoenix-Mesa-Scottsdale, AZ (Metro)","0400119",156232,1 
"04","00120","38060","AZ","Phoenix-Mesa-Scottsdale, AZ (Metro)","0400120",252488,1 
"04","00121","38060","AZ","Phoenix-Mesa-Scottsdale, AZ (Metro)","0400121",245791,1 
"04","00122","38060","AZ","Phoenix-Mesa-Scottsdale, AZ (Metro)","0400122",143192,1 
"04","00201","46060","AZ","Tucson, AZ (Metro)","0400201",139800,1 
"04","00202","46060","AZ","Tucson, AZ (Metro)","0400202",104157,1 
"04","00203","46060","AZ","Tucson, AZ (Metro)","0400203",104334,1 
"04","00204","46060","AZ","Tucson, AZ (Metro)","0400204",139816,1 
"04","00205","46060","AZ","Tucson, AZ (Metro)","0400205",120267,1 
"04","00206","46060","AZ","Tucson, AZ (Metro)","0400206",150579,1 
"04","00207","46060","AZ","Tucson, AZ (Metro)","0400207",221310,1 
"04","00300"," ","AZ"," ","0400300",71518,0.4 
"04","00300","43320","AZ","Show Low, AZ (Micro)","0400300",107449,0.6 
"04","00400","22380","AZ","Flagstaff, AZ (Metro)","0400400",134421,1 
"04","00500","39140","AZ","Prescott, AZ (Metro)","0400500",211033,1 
"04","00600"," ","AZ"," ","0400600",20489,0.093 
"04","00600","29420","AZ","Lake Havasu City-Kingman, AZ (Metro)","0400600",200186,0.907 
"04","00700","49740","AZ","Yuma, AZ (Metro)","0400700",195751,1 
"04","00800","37740","AZ","Payson, AZ (Micro)","0400800",53597,0.125 
"04","00800","38060","AZ","Phoenix-Mesa-Scottsdale, AZ (Metro)","0400800",375770,0.875 
"04","00900"," ","AZ"," ","0400900",8437,0.038 
"04","00900","35700","AZ","Nogales, AZ (Micro)","0400900",47420,0.211 
"04","00900","40940","AZ","Safford, AZ (Micro)","0400900",37220,0.166 
"04","00900","43420","AZ","Sierra Vista-Douglas, AZ (Metro)","0400900",131346,0.585 
"05","00100","22220","AR","Fayetteville-Springdale-Rogers, AR-MO (Metro)","0500100",221432,1 
"05","00200","22220","AR","Fayetteville-Springdale-Rogers, AR-MO (Metro)","0500200",202972,1 
"05","00300"," ","AR"," ","0500300",52294,0.338 
"05","00300","22220","AR","Fayetteville-Springdale-Rogers, AR-MO (Metro)","0500300",15717,0.102 
"05","00300","25460","AR","Harrison, AR (Micro)","0500300",45233,0.292 
"05","00300","34260","AR","Mountain Home, AR (Micro)","0500300",41513,0.268 
"05","00400"," ","AR"," ","0500400",98862,0.73 
"05","00400","12900","AR","Batesville, AR (Micro)","0500400",36647,0.27 
"05","00500"," ","AR"," ","0500500",51467,0.271 
"05","00500","27860","AR","Jonesboro, AR (Metro)","0500500",96443,0.508 
"05","00500","37500","AR","Paragould, AR (Micro)","0500500",42090,0.222 
"05","00600","14180","AR","Blytheville, AR (Micro)","0500600",46480,0.477 
"05","00600","32820","AR","Memphis, TN-MS-AR (Metro)","0500600",50902,0.523 
"05","00700"," ","AR"," ","0500700",28294,0.275 
"05","00700","22620","AR","Forrest City, AR (Micro)","0500700",28258,0.275 
"05","00700","25760","AR","Helena-West Helena, AR (Micro)","0500700",21757,0.211 
"05","00700","27860","AR","Jonesboro, AR (Metro)","0500700",24583,0.239 
"05","00800"," ","AR"," ","0500800",42121,0.353 
"05","00800","42620","AR","Searcy, AR (Micro)","0500800",77076,0.647 
"05","00900","30780","AR","Little Rock-North Little Rock-Conway, AR (Metro)","0500900",192506,1 
"05","01000","30780","AR","Little Rock-North Little Rock-Conway, AR (Metro)","0501000",190242,1 
"05","01100","30780","AR","Little Rock-North Little Rock-Conway, AR (Metro)","0501100",288711,1 
"05","01200"," ","AR"," ","0501200",46815,0.332 
"05","01200","30780","AR","Little Rock-North Little Rock-Conway, AR (Metro)","0501200",10445,0.074 
"05","01200","40780","AR","Russellville, AR (Micro)","0501200",83939,0.594 
"05","01300","22900","AR","Fort Smith, AR-OK (Metro)","0501300",187692,1 
"05","01400"," ","AR"," ","0501400",103216,1 
"05","01500"," ","AR"," ","0501500",9491,0.059 
"05","01500","11660","AR","Arkadelphia, AR (Micro)","0501500",22995,0.142 
"05","01500","26300","AR","Hot Springs, AR (Metro)","0501500",96024,0.595 
"05","01500","31680","AR","Malvern, AR (Micro)","0501500",32923,0.204 
"05","01600"," ","AR"," ","0501600",19019,0.166 
"05","01600","30780","AR","Little Rock-North Little Rock-Conway, AR (Metro)","0501600",17853,0.156 
"05","01600","38220","AR","Pine Bluff, AR (Metro)","0501600",77435,0.677 
"05","01700"," ","AR"," ","0501700",76678,0.771 
"05","01700","38220","AR","Pine Bluff, AR (Metro)","0501700",22823,0.229 
"05","01800"," ","AR"," ","0501800",8116,0.077 
"05","01800","15780","AR","Camden, AR (Micro)","0501800",31488,0.298 
"05","01800","20980","AR","El Dorado, AR (Micro)","0501800",41639,0.394 
"05","01800","31620","AR","Magnolia, AR (Micro)","0501800",24552,0.232 
"05","01900"," ","AR"," ","0501900",18936,0.177 
"05","01900","26260","AR","Hope, AR (Micro)","0501900",31606,0.295 
"05","01900","45500","AR","Texarkana, TX-AR (Metro)","0501900",56633,0.528 
"06","00100"," ","CA"," ","0600100",54586,0.462 
"06","00100","18860","CA","Crescent City, CA (Micro)","0600100",28610,0.242 
"06","00100","45000","CA","Susanville, CA (Micro)","0600100",34895,0.295 
"06","00200","21700","CA","Eureka-Arcata-Fortuna, CA (Micro)","0600200",134623,1 
"06","00300","39820","CA","Redding, CA (Metro)","0600300",177223,1 
"06","00400","17340","CA","Clearlake, CA (Micro)","0600400",64665,0.424 
"06","00400","46380","CA","Ukiah, CA (Micro)","0600400",87841,0.576 
"06","00500"," ","CA"," ","0600500",63327,0.499 
"06","00500","39780","CA","Red Bluff, CA (Micro)","0600500",63463,0.501 
"06","00600","17020","CA","Chico, CA (Metro)","0600600",220000,1 
"06","00600","49700","CA","Yuba City, CA (Metro)","0600600",6,0 
"06","00700"," ","CA"," ","0600700",23247,0.191 
"06","00700","46020","CA","Truckee-Grass Valley, CA (Micro)","0600700",98764,0.809 
"06","00800","49700","CA","Yuba City, CA (Metro)","0600800",166886,1 
"06","00900","40900","CA","Sacramento--Roseville--Arden-Arcade, CA (Metro)","0600900",200849,1 
"06","01000","34900","CA","Napa, CA (Metro)","0601000",136484,1 
"06","01101","42220","CA","Santa Rosa, CA (Metro)","0601101",179083,1 
"06","01102","42220","CA","Santa Rosa, CA (Metro)","0601102",120153,1 
"06","01103","42220","CA","Santa Rosa, CA (Metro)","0601103",184642,1 
"06","01201","41860","CA","San Francisco-Oakland-Hayward, CA (Metro)","0601201",104847,1 
"06","01202","41860","CA","San Francisco-Oakland-Hayward, CA (Metro)","0601202",147562,1 
"06","01301","46700","CA","Vallejo-Fairfield, CA (Metro)","0601301",144838,1 
"06","01302","46700","CA","Vallejo-Fairfield, CA (Metro)","0601302",138815,1 
"06","01303","46700","CA","Vallejo-Fairfield, CA (Metro)","0601303",129691,1 
"06","01401","40900","CA","Sacramento--Roseville--Arden-Arcade, CA (Metro)","0601401",186984,1 
"06","01402","40900","CA","Sacramento--Roseville--Arden-Arcade, CA (Metro)","0601402",105208,1 
"06","01403","40900","CA","Sacramento--Roseville--Arden-Arcade, CA (Metro)","0601403",174301,1 
"06","01501","40900","CA","Sacramento--Roseville--Arden-Arcade, CA (Metro)","0601501",143011,1 
"06","01502","40900","CA","Sacramento--Roseville--Arden-Arcade, CA (Metro)","0601502",105079,1 
"06","01503","40900","CA","Sacramento--Roseville--Arden-Arcade, CA (Metro)","0601503",168306,1 
"06","01504","40900","CA","Sacramento--Roseville--Arden-Arcade, CA (Metro)","0601504",165825,1 
"06","01505","40900","CA","Sacramento--Roseville--Arden-Arcade, CA (Metro)","0601505",183471,1 
"06","01506","40900","CA","Sacramento--Roseville--Arden-Arcade, CA (Metro)","0601506",185647,1 
"06","01601","40900","CA","Sacramento--Roseville--Arden-Arcade, CA (Metro)","0601601",186452,1 
"06","01602","40900","CA","Sacramento--Roseville--Arden-Arcade, CA (Metro)","0601602",161980,1 
"06","01700","40900","CA","Sacramento--Roseville--Arden-Arcade, CA (Metro)","0601700",182014,1 
"06","01800"," ","CA"," ","0601800",135843,0.71 
"06","01800","43760","CA","Sonora, CA (Micro)","0601800",55365,0.29 
"06","01901","44700","CA","Stockton-Lodi, CA (Metro)","0601901",124458,1 
"06","01902","44700","CA","Stockton-Lodi, CA (Metro)","0601902",156231,1 
"06","02001","44700","CA","Stockton-Lodi, CA (Metro)","0602001",215009,1 
"06","02002","44700","CA","Stockton-Lodi, CA (Metro)","0602002",189608,1 
"06","02101","41860","CA","San Francisco-Oakland-Hayward, CA (Metro)","0602101",130739,1 
"06","02102","41860","CA","San Francisco-Oakland-Hayward, CA (Metro)","0602102",120159,1 
"06","02103","41860","CA","San Francisco-Oakland-Hayward, CA (Metro)","0602103",107787,1 
"06","02104","41860","CA","San Francisco-Oakland-Hayward, CA (Metro)","0602104",148894,1 
"06","02105","41860","CA","San Francisco-Oakland-Hayward, CA (Metro)","0602105",142158,1 
"06","02106","41860","CA","San Francisco-Oakland-Hayward, CA (Metro)","0602106",130308,1 
"06","02107","41860","CA","San Francisco-Oakland-Hayward, CA (Metro)","0602107",110096,1 
"06","02108","41860","CA","San Francisco-Oakland-Hayward, CA (Metro)","0602108",158884,1 
"06","02201","41860","CA","San Francisco-Oakland-Hayward, CA (Metro)","0602201",136936,1 
"06","02202","41860","CA","San Francisco-Oakland-Hayward, CA (Metro)","0602202",107027,1 
"06","02203","41860","CA","San Francisco-Oakland-Hayward, CA (Metro)","0602203",129066,1 
"06","02204","41860","CA","San Francisco-Oakland-Hayward, CA (Metro)","0602204",106640,1 
"06","02205","41860","CA","San Francisco-Oakland-Hayward, CA (Metro)","0602205",105336,1 
"06","02206","41860","CA","San Francisco-Oakland-Hayward, CA (Metro)","0602206",110830,1 
"06","02207","41860","CA","San Francisco-Oakland-Hayward, CA (Metro)","0602207",109400,1 
"06","02301","41860","CA","San Francisco-Oakland-Hayward, CA (Metro)","0602301",137233,1 
"06","02302","41860","CA","San Francisco-Oakland-Hayward, CA (Metro)","0602302",117476,1 
"06","02303","41860","CA","San Francisco-Oakland-Hayward, CA (Metro)","0602303",104209,1 
"06","02304","41860","CA","San Francisco-Oakland-Hayward, CA (Metro)","0602304",118650,1 
"06","02305","41860","CA","San Francisco-Oakland-Hayward, CA (Metro)","0602305",127316,1 
"06","02306","41860","CA","San Francisco-Oakland-Hayward, CA (Metro)","0602306",113567,1 
"06","02401","41860","CA","San Francisco-Oakland-Hayward, CA (Metro)","0602401",131119,1 
"06","02402","41860","CA","San Francisco-Oakland-Hayward, CA (Metro)","0602402",158091,1 
"06","02403","41860","CA","San Francisco-Oakland-Hayward, CA (Metro)","0602403",125220,1 
"06","02404","41860","CA","San Francisco-Oakland-Hayward, CA (Metro)","0602404",124572,1 
"06","02405","41860","CA","San Francisco-Oakland-Hayward, CA (Metro)","0602405",163570,1 
"06","02406","41860","CA","San Francisco-Oakland-Hayward, CA (Metro)","0602406",134761,1 
"06","02407","41860","CA","San Francisco-Oakland-Hayward, CA (Metro)","0602407",145655,1 
"06","02408","41860","CA","San Francisco-Oakland-Hayward, CA (Metro)","0602408",135402,1 
"06","02409","41860","CA","San Francisco-Oakland-Hayward, CA (Metro)","0602409",189764,1 
"06","02410","41860","CA","San Francisco-Oakland-Hayward, CA (Metro)","0602410",202117,1 
"06","02500","33700","CA","Modesto, CA (Metro)","0602500",201896,1 
"06","02601","33700","CA","Modesto, CA (Metro)","0602601",165263,1 
"06","02602","33700","CA","Modesto, CA (Metro)","0602602",147294,1 
"06","02701","41940","CA","San Jose-Sunnyvale-Santa Clara, CA (Metro)","0602701",195320,1 
"06","02702","41940","CA","San Jose-Sunnyvale-Santa Clara, CA (Metro)","0602702",144475,1 
"06","02703","41940","CA","San Jose-Sunnyvale-Santa Clara, CA (Metro)","0602703",128678,1 
"06","02704","41940","CA","San Jose-Sunnyvale-Santa Clara, CA (Metro)","0602704",128989,1 
"06","02705","41940","CA","San Jose-Sunnyvale-Santa Clara, CA (Metro)","0602705",106040,1 
"06","02706","41940","CA","San Jose-Sunnyvale-Santa Clara, CA (Metro)","0602706",114473,1 
"06","02707","41940","CA","San Jose-Sunnyvale-Santa Clara, CA (Metro)","0602707",132926,1 
"06","02708","41940","CA","San Jose-Sunnyvale-Santa Clara, CA (Metro)","0602708",130316,1 
"06","02709","41940","CA","San Jose-Sunnyvale-Santa Clara, CA (Metro)","0602709",121804,1 
"06","02710","41940","CA","San Jose-Sunnyvale-Santa Clara, CA (Metro)","0602710",157311,1 
"06","02711","41940","CA","San Jose-Sunnyvale-Santa Clara, CA (Metro)","0602711",103766,1 
"06","02712","41940","CA","San Jose-Sunnyvale-Santa Clara, CA (Metro)","0602712",105312,1 
"06","02713","41940","CA","San Jose-Sunnyvale-Santa Clara, CA (Metro)","0602713",116147,1 
"06","02714","41940","CA","San Jose-Sunnyvale-Santa Clara, CA (Metro)","0602714",96085,1 
"06","02801","42100","CA","Santa Cruz-Watsonville, CA (Metro)","0602801",126912,1 
"06","02802","42100","CA","Santa Cruz-Watsonville, CA (Metro)","0602802",135470,1 
"06","02900","41500","CA","Salinas, CA (Metro)","0602900",148111,1 
"06","03001","41500","CA","Salinas, CA (Metro)","0603001",122923,1 
"06","03002","41500","CA","Salinas, CA (Metro)","0603002",144023,0.723 
"06","03002","41940","CA","San Jose-Sunnyvale-Santa Clara, CA (Metro)","0603002",55269,0.277 
"06","03100","32900","CA","Merced, CA (Metro)","0603100",255366,1 
"06","03200","31460","CA","Madera, CA (Metro)","0603200",150865,1 
"06","03301","23420","CA","Fresno, CA (Metro)","0603301",328153,1 
"06","03302","23420","CA","Fresno, CA (Metro)","0603302",150213,1 
"06","03401","23420","CA","Fresno, CA (Metro)","0603401",162448,0.997 
"06","03401","32900","CA","Merced, CA (Metro)","0603401",427,0.003 
"06","03402","23420","CA","Fresno, CA (Metro)","0603402",289636,1 
"06","03501","47300","CA","Visalia-Porterville, CA (Metro)","0603501",135978,1 
"06","03502","47300","CA","Visalia-Porterville, CA (Metro)","0603502",143634,1 
"06","03503","47300","CA","Visalia-Porterville, CA (Metro)","0603503",162567,1 
"06","03600","25260","CA","Hanford-Corcoran, CA (Metro)","0603600",152982,1 
"06","03701","42020","CA","San Luis Obispo-Paso Robles-Arroyo Grande, CA (Metro)","0603701",129190,1 
"06","03702","42020","CA","San Luis Obispo-Paso Robles-Arroyo Grande, CA (Metro)","0603702",140447,1 
"06","03800","12540","CA","Bakersfield, CA (Metro)","0603800",329850,1 
"06","03901","12540","CA","Bakersfield, CA (Metro)","0603901",154390,1 
"06","03902","12540","CA","Bakersfield, CA (Metro)","0603902",172834,1 
"06","03903","12540","CA","Bakersfield, CA (Metro)","0603903",182540,1 
"06","04000","40140","CA","Riverside-San Bernardino-Ontario, CA (Metro)","0604000",163924,1 
"06","04100","40140","CA","Riverside-San Bernardino-Ontario, CA (Metro)","0604100",161094,1 
"06","04200","40140","CA","Riverside-San Bernardino-Ontario, CA (Metro)","0604200",175781,1 
"06","04300","40140","CA","Riverside-San Bernardino-Ontario, CA (Metro)","0604300",206735,1 
"06","04401","40140","CA","Riverside-San Bernardino-Ontario, CA (Metro)","0604401",164434,1 
"06","04402","40140","CA","Riverside-San Bernardino-Ontario, CA (Metro)","0604402",115158,1 
"06","04403","40140","CA","Riverside-San Bernardino-Ontario, CA (Metro)","0604403",225329,1 
"06","04404","40140","CA","Riverside-San Bernardino-Ontario, CA (Metro)","0604404",219704,1 
"06","04405","40140","CA","Riverside-San Bernardino-Ontario, CA (Metro)","0604405",174475,1 
"06","04406","31080","CA","Los Angeles-Long Beach-Anaheim, CA (Metro)","0604406",2,0 
"06","04406","40140","CA","Riverside-San Bernardino-Ontario, CA (Metro)","0604406",262989,1 
"06","04407","40140","CA","Riverside-San Bernardino-Ontario, CA (Metro)","0604407",165544,1 
"06","04500","31080","CA","Los Angeles-Long Beach-Anaheim, CA (Metro)","0604500",156585,1 
"06","04600","31080","CA","Los Angeles-Long Beach-Anaheim, CA (Metro)","0604600",151935,1 
"06","04700","31080","CA","Los Angeles-Long Beach-Anaheim, CA (Metro)","0604700",164698,1 
"06","04800","31080","CA","Los Angeles-Long Beach-Anaheim, CA (Metro)","0604800",103325,1 
"06","04900","31080","CA","Los Angeles-Long Beach-Anaheim, CA (Metro)","0604900",191757,1 
"06","05000","31080","CA","Los Angeles-Long Beach-Anaheim, CA (Metro)","0605000",137243,1 
"06","05100","31080","CA","Los Angeles-Long Beach-Anaheim, CA (Metro)","0605100",113487,1 
"06","05200","31080","CA","Los Angeles-Long Beach-Anaheim, CA (Metro)","0605200",149115,1 
"06","05300","31080","CA","Los Angeles-Long Beach-Anaheim, CA (Metro)","0605300",124904,1 
"06","05401","31080","CA","Los Angeles-Long Beach-Anaheim, CA (Metro)","0605401",174788,1 
"06","05402","31080","CA","Los Angeles-Long Beach-Anaheim, CA (Metro)","0605402",138655,1 
"06","05403","31080","CA","Los Angeles-Long Beach-Anaheim, CA (Metro)","0605403",127853,1 
"06","05404","31080","CA","Los Angeles-Long Beach-Anaheim, CA (Metro)","0605404",136386,1 
"06","05405","31080","CA","Los Angeles-Long Beach-Anaheim, CA (Metro)","0605405",134858,1 
"06","05406","31080","CA","Los Angeles-Long Beach-Anaheim, CA (Metro)","0605406",133453,1 
"06","05407","31080","CA","Los Angeles-Long Beach-Anaheim, CA (Metro)","0605407",160322,1 
"06","05408","31080","CA","Los Angeles-Long Beach-Anaheim, CA (Metro)","0605408",171665,1 
"06","05409","31080","CA","Los Angeles-Long Beach-Anaheim, CA (Metro)","0605409",159419,1 
"06","05410","31080","CA","Los Angeles-Long Beach-Anaheim, CA (Metro)","0605410",164443,1 
"06","05411","31080","CA","Los Angeles-Long Beach-Anaheim, CA (Metro)","0605411",199541,1 
"06","05412","31080","CA","Los Angeles-Long Beach-Anaheim, CA (Metro)","0605412",164338,1 
"06","05413","31080","CA","Los Angeles-Long Beach-Anaheim, CA (Metro)","0605413",219566,1 
"06","05414","31080","CA","Los Angeles-Long Beach-Anaheim, CA (Metro)","0605414",112679,1 
"06","05415","31080","CA","Los Angeles-Long Beach-Anaheim, CA (Metro)","0605415",190032,1 
"06","05416","31080","CA","Los Angeles-Long Beach-Anaheim, CA (Metro)","0605416",222543,1 
"06","05417","31080","CA","Los Angeles-Long Beach-Anaheim, CA (Metro)","0605417",164236,1 
"06","05418","31080","CA","Los Angeles-Long Beach-Anaheim, CA (Metro)","0605418",109038,1 
"06","05419","31080","CA","Los Angeles-Long Beach-Anaheim, CA (Metro)","0605419",158277,1 
"06","05420","31080","CA","Los Angeles-Long Beach-Anaheim, CA (Metro)","0605420",120966,1 
"06","05421","31080","CA","Los Angeles-Long Beach-Anaheim, CA (Metro)","0605421",170363,1 
"06","05422","31080","CA","Los Angeles-Long Beach-Anaheim, CA (Metro)","0605422",126146,1 
"06","05423","31080","CA","Los Angeles-Long Beach-Anaheim, CA (Metro)","0605423",147584,1 
"06","05424","31080","CA","Los Angeles-Long Beach-Anaheim, CA (Metro)","0605424",186284,1 
"06","05500","31080","CA","Los Angeles-Long Beach-Anaheim, CA (Metro)","0605500",109682,1 
"06","05600","31080","CA","Los Angeles-Long Beach-Anaheim, CA (Metro)","0605600",145396,1 
"06","05701","31080","CA","Los Angeles-Long Beach-Anaheim, CA (Metro)","0605701",141698,1 
"06","05702","31080","CA","Los Angeles-Long Beach-Anaheim, CA (Metro)","0605702",191719,1 
"06","05703","31080","CA","Los Angeles-Long Beach-Anaheim, CA (Metro)","0605703",128725,1 
"06","05800","31080","CA","Los Angeles-Long Beach-Anaheim, CA (Metro)","0605800",106237,1 
"06","05900","31080","CA","Los Angeles-Long Beach-Anaheim, CA (Metro)","0605900",111726,1 
"06","06000","31080","CA","Los Angeles-Long Beach-Anaheim, CA (Metro)","0606000",105594,1 
"06","06101","12540","CA","Bakersfield, CA (Metro)","0606101",17,0 
"06","06101","31080","CA","Los Angeles-Long Beach-Anaheim, CA (Metro)","0606101",183780,1 
"06","06101","40140","CA","Riverside-San Bernardino-Ontario, CA (Metro)","0606101",43,0 
"06","06102","31080","CA","Los Angeles-Long Beach-Anaheim, CA (Metro)","0606102",144112,1 
"06","06103","31080","CA","Los Angeles-Long Beach-Anaheim, CA (Metro)","0606103",108741,1 
"06","06104","31080","CA","Los Angeles-Long Beach-Anaheim, CA (Metro)","0606104",178954,1 
"06","06105","31080","CA","Los Angeles-Long Beach-Anaheim, CA (Metro)","0606105",161376,1 
"06","06106","31080","CA","Los Angeles-Long Beach-Anaheim, CA (Metro)","0606106",162778,1 
"06","06107","31080","CA","Los Angeles-Long Beach-Anaheim, CA (Metro)","0606107",117123,1 
"06","06108","31080","CA","Los Angeles-Long Beach-Anaheim, CA (Metro)","0606108",108664,1 
"06","06109","31080","CA","Los Angeles-Long Beach-Anaheim, CA (Metro)","0606109",125211,1 
