"state","puma2k","cbsa10","stab","cbsaname10","PUMA2kName","pop10","afact"
"FIPS state","puma2k","cbsa10","State Postal Code","2010 CBSA Name","PUMA 2K Name","Total Pop, 2010 census","puma2k to cbsa10 alloc factor"
"28","00700","24900","MS","Greenwood, MS Micropolitan Statistical Area","2800700",42914,0.442 
"28","00700","26940","MS","Indianola, MS Micropolitan Statistical Area","2800700",29450,0.303 
"28","00700","99999","MS","99999","2800700",24753,0.255 
"28","00800","24980","MS","Grenada, MS Micropolitan Statistical Area","2800800",21906,0.222 
"28","00800","99999","MS","99999","2800800",76929,0.778 
"28","00900","44260","MS","Starkville, MS Micropolitan Statistical Area","2800900",47671,0.454 
"28","00900","48500","MS","West Point, MS Micropolitan Statistical Area","2800900",20634,0.197 
"28","00900","99999","MS","99999","2800900",36590,0.349 
"28","01000","18060","MS","Columbus, MS Micropolitan Statistical Area","2801000",59779,0.552 
"28","01000","99999","MS","99999","2801000",48534,0.448 
"28","01100","32940","MS","Meridian, MS Micropolitan Statistical Area","2801100",107449,0.832 
"28","01100","99999","MS","99999","2801100",21720,0.168 
"28","01200","29860","MS","Laurel, MS Micropolitan Statistical Area","2801200",17062,0.148 
"28","01200","99999","MS","99999","2801200",98236,0.852 
"28","01300","27140","MS","Jackson, MS Metropolitan Statistical Area","2801300",141617,1 
"28","01400","27140","MS","Jackson, MS Metropolitan Statistical Area","2801400",169228,1 
"28","01500","27140","MS","Jackson, MS Metropolitan Statistical Area","2801500",171260,1 
"28","01600","46980","MS","Vicksburg, MS Micropolitan Statistical Area","2801600",48773,0.476 
"28","01600","49540","MS","Yazoo City, MS Micropolitan Statistical Area","2801600",28065,0.274 
"28","01600","99999","MS","99999","2801600",25520,0.249 
"28","01700","15020","MS","Brookhaven, MS Micropolitan Statistical Area","2801700",34869,0.226 
"28","01700","27140","MS","Jackson, MS Metropolitan Statistical Area","2801700",56952,0.369 
"28","01700","99999","MS","99999","2801700",62314,0.404 
"28","01800","25620","MS","Hattiesburg, MS Metropolitan Statistical Area","2801800",12250,0.106 
"28","01800","29860","MS","Laurel, MS Micropolitan Statistical Area","2801800",67761,0.588 
"28","01800","99999","MS","99999","2801800",35147,0.305 
"28","01900","25620","MS","Hattiesburg, MS Metropolitan Statistical Area","2801900",130592,1 
"28","02000","32620","MS","McComb, MS Micropolitan Statistical Area","2802000",53535,0.366 
"28","02000","35020","MS","Natchez, MS-LA Micropolitan Statistical Area","2802000",32297,0.221 
"28","02000","99999","MS","99999","2802000",60527,0.414 
"28","02100","25060","MS","Gulfport-Biloxi, MS Metropolitan Statistical Area","2802100",61715,0.44 
"28","02100","37700","MS","Pascagoula, MS Metropolitan Statistical Area","2802100",22578,0.161 
"28","02100","38100","MS","Picayune, MS Micropolitan Statistical Area","2802100",55834,0.398 
"28","02200","25060","MS","Gulfport-Biloxi, MS Metropolitan Statistical Area","2802200",187105,1 
"28","02300","37700","MS","Pascagoula, MS Metropolitan Statistical Area","2802300",139668,1 
"29","00100","28140","MO","Kansas City, MO-KS Metropolitan Statistical Area","Northwest",9424,0.084 
"29","00100","32340","MO","Maryville, MO Micropolitan Statistical Area","Northwest",23370,0.209 
"29","00100","41140","MO","St. Joseph, MO-KS Metropolitan Statistical Area","Northwest",12892,0.115 
"29","00100","99999","MO","99999","Northwest",66137,0.591 
"29","00200","41140","MO","St. Joseph, MO-KS Metropolitan Statistical Area","St. Joseph Area",106492,1 
"29","00300","22800","MO","Fort Madison-Keokuk, IA-MO Micropolitan Statistical Area","Northeast",7139,0.069 
"29","00300","28860","MO","Kirksville, MO Micropolitan Statistical Area","Northeast",30038,0.292 
"29","00300","39500","MO","Quincy, IL-MO Micropolitan Statistical Area","Northeast",10211,0.099 
"29","00300","99999","MO","99999","Northeast",55367,0.539 
"29","00400","25300","MO","Hannibal, MO Micropolitan Statistical Area","Hannibal Area",38948,0.375 
"29","00400","33620","MO","Moberly, MO Micropolitan Statistical Area","Hannibal Area",25414,0.244 
"29","00400","99999","MO","99999","Hannibal Area",39592,0.381 
"29","00500","17860","MO","Columbia, MO Metropolitan Statistical Area","Outer Boone",10144,0.054 
"29","00500","27620","MO","Jefferson City, MO Metropolitan Statistical Area","Outer Boone",135869,0.718 
"29","00500","33020","MO","Mexico, MO Micropolitan Statistical Area","Outer Boone",25529,0.135 
"29","00500","99999","MO","99999","Outer Boone",17601,0.093 
"29","00600","17860","MO","Columbia, MO Metropolitan Statistical Area","Boone County",162642,1 
"29","00700","32180","MO","Marshall, MO Micropolitan Statistical Area","North Central",23370,0.173 
"29","00700","42740","MO","Sedalia, MO Micropolitan Statistical Area","North Central",42201,0.312 
"29","00700","47660","MO","Warrensburg, MO Micropolitan Statistical Area","North Central",52595,0.389 
"29","00700","99999","MO","99999","North Central",17126,0.127 
"29","00800","28140","MO","Kansas City, MO-KS Metropolitan Statistical Area","Clay/Platte/Clinton",174906,1 
"29","00901","28140","MO","Kansas City, MO-KS Metropolitan Statistical Area","Eastern Jackson/Lafayette/Ray",199214,1 
"29","00902","28140","MO","Kansas City, MO-KS Metropolitan Statistical Area","Southern Jackson/Cass County",211609,1 
"29","01001","28140","MO","Kansas City, MO-KS Metropolitan Statistical Area","Kansas City Metro North",157098,1 
"29","01002","28140","MO","Kansas City, MO-KS Metropolitan Statistical Area","Kansas City - Central Bus District",97388,1 
"29","01003","28140","MO","Kansas City, MO-KS Metropolitan Statistical Area","Kansas City - Midtown",103436,1 
"29","01004","28140","MO","Kansas City, MO-KS Metropolitan Statistical Area","South Blue Valley (Martin City)",101912,1 
"29","01100","28140","MO","Kansas City, MO-KS Metropolitan Statistical Area","Independence",116952,1 
"29","01200","28140","MO","Kansas City, MO-KS Metropolitan Statistical Area","West S. Central (Bates, Henry, etc)",17049,0.098 
"29","01200","44180","MO","Springfield, MO Metropolitan Statistical Area","West S. Central (Bates, Henry, etc)",47914,0.277 
"29","01200","99999","MO","99999","West S. Central (Bates, Henry, etc)",108303,0.625 
"29","01300","22780","MO","Fort Leonard Wood, MO Micropolitan Statistical Area","Lake of the Ozarks",52274,0.295 
"29","01300","30060","MO","Lebanon, MO Micropolitan Statistical Area","Lake of the Ozarks",35571,0.201 
"29","01300","99999","MO","99999","Lake of the Ozarks",89315,0.504 
"29","01400","27620","MO","Jefferson City, MO Metropolitan Statistical Area","Rolla Area",13938,0.094 
"29","01400","40620","MO","Rolla, MO Micropolitan Statistical Area","Rolla Area",45156,0.303 
"29","01400","41180","MO","St. Louis, MO-IL Metropolitan Statistical Area","Rolla Area",25195,0.169 
"29","01400","99999","MO","99999","Rolla Area",64751,0.434 
"29","01500","41180","MO","St. Louis, MO-IL Metropolitan Statistical Area","St. Louis Outer Metro",186571,1 
"29","01601","41180","MO","St. Louis, MO-IL Metropolitan Statistical Area","St. Charles Co. West",213275,1 
"29","01602","41180","MO","St. Louis, MO-IL Metropolitan Statistical Area","St. Charles Co. East",147210,1 
"29","01701","41180","MO","St. Louis, MO-IL Metropolitan Statistical Area","St. Louis County Northeast",123588,1 
"29","01702","41180","MO","St. Louis, MO-IL Metropolitan Statistical Area","St. Louis County Northwest",125717,1 
"29","01703","41180","MO","St. Louis, MO-IL Metropolitan Statistical Area","St. Louis County- Inner Ring North",111745,1 
"29","01704","41180","MO","St. Louis, MO-IL Metropolitan Statistical Area","Far West St. Louis County",111804,1 
"29","01705","41180","MO","St. Louis, MO-IL Metropolitan Statistical Area","St. Louis County- West Central",117893,1 
"29","01706","41180","MO","St. Louis, MO-IL Metropolitan Statistical Area","St. Louis County- West Outer Suburbs",114062,1 
"29","01707","41180","MO","St. Louis, MO-IL Metropolitan Statistical Area","St. Louis County -Inner Ring South",158559,1 
"29","01708","41180","MO","St. Louis, MO-IL Metropolitan Statistical Area","St. Louis County South- Outer Suburbs",135694,1 
"29","01801","41180","MO","St. Louis, MO-IL Metropolitan Statistical Area","St. Louis City North",91993,1 
"29","01802","41180","MO","St. Louis, MO-IL Metropolitan Statistical Area","St. Louis City Central",102415,1 
"29","01803","41180","MO","St. Louis, MO-IL Metropolitan Statistical Area","St. Louis City South",124888,1 
"29","01900","41180","MO","St. Louis, MO-IL Metropolitan Statistical Area","Jefferson County",218623,1 
"29","02000","16020","MO","Cape Girardeau-Jackson, MO-IL Metropolitan Statistical Area","Cape Girardeau - Ste. Genevieve",88037,0.413 
"29","02000","22100","MO","Farmington, MO Micropolitan Statistical Area","Cape Girardeau - Ste. Genevieve",65359,0.306 
"29","02000","99999","MO","99999","Cape Girardeau - Ste. Genevieve",59972,0.281 
"29","02100","28380","MO","Kennett, MO Micropolitan Statistical Area","Bootheel",31953,0.26 
"29","02100","43460","MO","Sikeston, MO Micropolitan Statistical Area","Bootheel",39191,0.319 
"29","02100","99999","MO","99999","Bootheel",51610,0.42 
"29","02200","38740","MO","Poplar Bluff, MO Micropolitan Statistical Area","Poplar Bluff Area",42794,0.378 
"29","02200","99999","MO","99999","Poplar Bluff Area",70550,0.622 
"29","02300","48460","MO","West Plains, MO Micropolitan Statistical Area","West Plains Area",40400,0.316 
"29","02300","99999","MO","99999","West Plains Area",87552,0.684 
"29","02400","14700","MO","Branson, MO Micropolitan Statistical Area","Springfield Suburban",3,0 
"29","02400","44180","MO","Springfield, MO Metropolitan Statistical Area","Springfield Suburban",232062,1 
"29","02500","44180","MO","Springfield, MO Metropolitan Statistical Area","Springfield City",156736,1 
"29","02600","14700","MO","Branson, MO Micropolitan Statistical Area","Branson Area",83874,0.444 
"29","02600","22220","MO","Fayetteville-Springdale-Rogers, AR-MO Metropolitan Statistical Area","Branson Area",23083,0.122 
"29","02600","99999","MO","99999","Branson Area",82114,0.434 
"29","02700","27900","MO","Joplin, MO Metropolitan Statistical Area","Joplin Area",175518,1 
"30","00100","28060","MT","Kalispell, MT Micropolitan Statistical Area","3000100",90928,0.603 
"30","00100","99999","MT","99999","3000100",59846,0.397 
"30","00200","24500","MT","Great Falls, MT Metropolitan Statistical Area","3000200",81327,0.561 
"30","00200","25660","MT","Havre, MT Micropolitan Statistical Area","3000200",16096,0.111 
"30","00200","99999","MT","99999","3000200",47664,0.329 
"30","00300","13740","MT","Billings, MT Metropolitan Statistical Area","3000300",10078,0.075 
"30","00300","99999","MT","99999","3000300",123776,0.925 
"30","00400","13740","MT","Billings, MT Metropolitan Statistical Area","3000400",147972,1 
"30","00500","14580","MT","Bozeman, MT Micropolitan Statistical Area","3000500",89513,0.722 
"30","00500","99999","MT","99999","3000500",34464,0.278 
"30","00600","15580","MT","Butte-Silver Bow, MT Micropolitan Statistical Area","3000600",34200,0.255 
"30","00600","25740","MT","Helena, MT Micropolitan Statistical Area","3000600",74801,0.558 
"30","00600","99999","MT","99999","3000600",25016,0.187 
"30","00700","33540","MT","Missoula, MT Metropolitan Statistical Area","3000700",109299,0.711 
"30","00700","99999","MT","99999","3000700",44435,0.289 
"31","00100","42420","NE","Scottsbluff, NE Micropolitan Statistical Area","3100100",37660,0.338 
"31","00100","99999","NE","99999","3100100",73871,0.662 
"31","00200","18100","NE","Columbus, NE Micropolitan Statistical Area","3100200",32237,0.175 
"31","00200","35740","NE","Norfolk, NE Micropolitan Statistical Area","3100200",48271,0.262 
"31","00200","43580","NE","Sioux City, IA-NE-SD Metropolitan Statistical Area","3100200",27006,0.147 
"31","00200","99999","NE","99999","3100200",76659,0.416 
"31","00300","24260","NE","Grand Island, NE Micropolitan Statistical Area","3100300",72726,0.681 
"31","00300","99999","NE","99999","3100300",33990,0.319 
"31","00400","30420","NE","Lexington, NE Micropolitan Statistical Area","3100400",26370,0.248 
"31","00400","35820","NE","North Platte, NE Micropolitan Statistical Area","3100400",37590,0.353 
"31","00400","99999","NE","99999","3100400",42414,0.399 
"31","00500","25580","NE","Hastings, NE Micropolitan Statistical Area","3100500",37906,0.331 
"31","00500","28260","NE","Kearney, NE Micropolitan Statistical Area","3100500",52591,0.459 
"31","00500","99999","NE","99999","3100500",24148,0.211 
"31","00600","13100","NE","Beatrice, NE Micropolitan Statistical Area","3100600",22311,0.161 
"31","00600","30700","NE","Lincoln, NE Metropolitan Statistical Area","3100600",16750,0.121 
"31","00600","99999","NE","99999","3100600",99538,0.718 
"31","00701","23340","NE","Fremont, NE Micropolitan Statistical Area","3100701",36691,0.349 
"31","00701","36540","NE","Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area","3100701",68543,0.651 
"31","00702","36540","NE","Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area","3100702",156552,1 
"31","00801","30700","NE","Lincoln, NE Metropolitan Statistical Area","3100801",151347,1 
"31","00802","30700","NE","Lincoln, NE Metropolitan Statistical Area","3100802",134060,1 
"31","00901","36540","NE","Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area","3100901",161488,1 
"31","00902","36540","NE","Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area","3100902",140508,1 
"31","00903","36540","NE","Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area","3100903",102134,1 
"31","00904","36540","NE","Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area","3100904",112980,1 
"32","00100","39900","NV","Reno-Sparks, NV Metropolitan Statistical Area","3200100",211350,1 
"32","00200","39900","NV","Reno-Sparks, NV Metropolitan Statistical Area","3200200",210057,1 
"32","00300","21220","NV","Elko, NV Micropolitan Statistical Area","3200300",50805,0.3 
"32","00300","21980","NV","Fallon, NV Micropolitan Statistical Area","3200300",24877,0.147 
"32","00300","37220","NV","Pahrump, NV Micropolitan Statistical Area","3200300",43915,0.259 
"32","00300","99999","NV","99999","3200300",49986,0.295 
"32","00400","16180","NV","Carson City, NV Metropolitan Statistical Area","3200400",55274,0.349 
"32","00400","22280","NV","Fernley, NV Micropolitan Statistical Area","3200400",51980,0.328 
"32","00400","23820","NV","Gardnerville Ranchos, NV Micropolitan Statistical Area","3200400",46997,0.297 
"32","00400","39900","NV","Reno-Sparks, NV Metropolitan Statistical Area","3200400",4010,0.025 
"32","00501","29820","NV","Las Vegas-Paradise, NV Metropolitan Statistical Area","3200501",248449,1 
"32","00501","37220","NV","Pahrump, NV Micropolitan Statistical Area","3200501",31,0 
"32","00502","29820","NV","Las Vegas-Paradise, NV Metropolitan Statistical Area","3200502",120243,1 
"32","00503","29820","NV","Las Vegas-Paradise, NV Metropolitan Statistical Area","3200503",142511,1 
"32","00504","29820","NV","Las Vegas-Paradise, NV Metropolitan Statistical Area","3200504",133578,1 
"32","00505","29820","NV","Las Vegas-Paradise, NV Metropolitan Statistical Area","3200505",217128,1 
"32","00506","29820","NV","Las Vegas-Paradise, NV Metropolitan Statistical Area","3200506",207921,1 
"32","00507","29820","NV","Las Vegas-Paradise, NV Metropolitan Statistical Area","3200507",127187,1 
"32","00508","29820","NV","Las Vegas-Paradise, NV Metropolitan Statistical Area","3200508",137087,1 
"32","00509","29820","NV","Las Vegas-Paradise, NV Metropolitan Statistical Area","3200509",132169,1 
"32","00510","29820","NV","Las Vegas-Paradise, NV Metropolitan Statistical Area","3200510",220319,1 
"32","00511","29820","NV","Las Vegas-Paradise, NV Metropolitan Statistical Area","3200511",264677,1 
"33","00100","13620","NH","Berlin, NH-VT Micropolitan Statistical Area","3300100",33055,0.271 
"33","00100","30100","NH","Lebanon, NH-VT Micropolitan Statistical Area","3300100",89118,0.729 
"33","00200","18180","NH","Concord, NH Micropolitan Statistical Area","3300200",13306,0.11 
"33","00200","29060","NH","Laconia, NH Micropolitan Statistical Area","3300200",60088,0.496 
"33","00200","99999","NH","99999","3300200",47818,0.394 
"33","00300","14460","NH","Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area","3300300",123143,1 
"33","00400","14460","NH","Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area","3300400",4,0 
"33","00400","18180","NH","Concord, NH Micropolitan Statistical Area","3300400",133139,1 
"33","00500","17200","NH","Claremont, NH Micropolitan Statistical Area","3300500",43742,0.362 
"33","00500","28300","NH","Keene, NH Micropolitan Statistical Area","3300500",77117,0.638 
"33","00600","31700","NH","Manchester-Nashua, NH Metropolitan Statistical Area","3300600",120173,1 
"33","00700","14460","NH","Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area","3300700",75781,0.661 
"33","00700","31700","NH","Manchester-Nashua, NH Metropolitan Statistical Area","3300700",38854,0.339 
"33","00800","31700","NH","Manchester-Nashua, NH Metropolitan Statistical Area","3300800",109565,1 
"33","00900","31700","NH","Manchester-Nashua, NH Metropolitan Statistical Area","3300900",119232,1 
"33","01000","14460","NH","Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area","3301000",98448,0.884 
"33","01000","31700","NH","Manchester-Nashua, NH Metropolitan Statistical Area","3301000",12897,0.116 
"33","01100","14460","NH","Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area","3301100",120990,1 
"34","00101","12100","NJ","Atlantic City-Hammonton, NJ Metropolitan Statistical Area","3400101",112887,1 
"34","00102","12100","NJ","Atlantic City-Hammonton, NJ Metropolitan Statistical Area","3400102",161662,1 
"34","00200","36140","NJ","Ocean City, NJ Metropolitan Statistical Area","3400200",97265,1 
"34","00301","35620","NJ","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical","3400301",118120,1 
"34","00302","35620","NJ","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical","3400302",115629,1 
"34","00303","35620","NJ","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical","3400303",136607,1 
"34","00304","35620","NJ","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical","3400304",200380,1 
"34","00305","35620","NJ","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical","3400305",181874,1 
"34","00306","35620","NJ","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical","3400306",152506,1 
"34","00400","35620","NJ","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical","3400400",146199,1 
"34","00501","35620","NJ","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical","3400501",153917,1 
"34","00502","35620","NJ","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical","3400502",201110,1 
"34","00601","35620","NJ","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical","3400601",133314,1 
"34","00602","35620","NJ","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical","3400602",114283,1 
"34","00701","35620","NJ","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical","3400701",137921,1 
"34","00702","35620","NJ","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical","3400702",129014,1 
"34","00703","35620","NJ","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical","3400703",119734,1 
"34","00800","35620","NJ","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical","3400800",128349,1 
"34","00901","35620","NJ","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical","3400901",172159,1 
"34","00902","35620","NJ","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical","3400902",181428,1 
"34","00903","35620","NJ","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical","3400903",146069,1 
"34","00904","35620","NJ","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical","3400904",136926,1 
"34","00905","35620","NJ","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical","3400905",173243,1 
"34","01001","35620","NJ","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical","3401001",151130,1 
"34","01002","35620","NJ","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical","3401002",171950,1 
"34","01101","35620","NJ","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical","3401101",111404,1 
"34","01102","35620","NJ","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical","3401102",161382,1 
"34","01103","35620","NJ","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical","3401103",120911,1 
"34","01104","35620","NJ","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical","3401104",125437,1 
"34","01105","35620","NJ","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical","3401105",111245,1 
"34","01201","35620","NJ","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical","3401201",224988,1 
"34","01202","35620","NJ","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical","3401202",159375,1 
"34","01203","35620","NJ","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical","3401203",192236,1 
"34","01301","35620","NJ","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical","3401301",154029,1 
"34","01302","35620","NJ","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical","3401302",123292,1 
"34","01401","35620","NJ","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical","3401401",119024,1 
"34","01402","35620","NJ","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical","3401402",110587,1 
"34","01403","35620","NJ","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical","3401403",132920,1 
"34","01404","35620","NJ","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical","3401404",144117,1 
"34","01501","35620","NJ","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical","3401501",130085,1 
"34","01502","35620","NJ","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical","3401502",129480,1 
"34","01503","35620","NJ","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical","3401503",113268,1 
"34","01504","35620","NJ","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical","3401504",119402,1 
"34","01600","35620","NJ","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical","3401600",149306,1 
"34","01700","10900","NJ","Allentown-Bethlehem-Easton, PA-NJ Metropolitan Statistical Area","3401700",108692,1 
"34","01800","35620","NJ","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical","3401800",124969,1 
"34","01901","35620","NJ","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical","3401901",160859,1 
"34","01902","35620","NJ","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical","3401902",123224,1 
"34","01903","35620","NJ","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical","3401903",127459,1 
"34","02001","37980","NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metropolitan Statistical Area","3402001",126903,1 
"34","02002","37980","NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metropolitan Statistical Area","3402002",154411,1 
"34","02003","37980","NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metropolitan Statistical Area","3402003",167420,1 
"34","02101","37980","NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metropolitan Statistical Area","3402101",126640,1 
"34","02102","37980","NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metropolitan Statistical Area","3402102",122434,1 
"34","02103","37980","NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metropolitan Statistical Area","3402103",147771,1 
"34","02104","37980","NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metropolitan Statistical Area","3402104",117869,1 
"34","02201","37980","NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metropolitan Statistical Area","3402201",128668,1 
"34","02202","37980","NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metropolitan Statistical Area","3402202",224646,1 
"34","02301","35620","NJ","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical","3402301",2,0 
"34","02301","45940","NJ","Trenton-Ewing, NJ Metropolitan Statistical Area","3402301",206849,1 
"34","02302","35620","NJ","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical","3402302",352,0.002 
"34","02302","45940","NJ","Trenton-Ewing, NJ Metropolitan Statistical Area","3402302",159664,0.998 
"34","02400","47220","NJ","Vineland-Millville-Bridgeton, NJ Metropolitan Statistical Area","3402400",156898,1 
"35","00100","22140","NM","Farmington, NM Metropolitan Statistical Area","3500100",130044,1 
"35","00200","21580","NM","Espanola, NM Micropolitan Statistical Area","3500200",40246,0.359 
"35","00200","29780","NM","Las Vegas, NM Micropolitan Statistical Area","3500200",29393,0.262 
"35","00200","45340","NM","Taos, NM Micropolitan Statistical Area","3500200",32937,0.294 
"35","00200","99999","NM","99999","3500200",9568,0.085 
"35","00300","17580","NM","Clovis, NM Micropolitan Statistical Area","3500300",48376,0.407 
"35","00300","38780","NM","Portales, NM Micropolitan Statistical Area","3500300",19846,0.167 
"35","00300","40760","NM","Ruidoso, NM Micropolitan Statistical Area","3500300",20497,0.173 
"35","00300","99999","NM","99999","3500300",30057,0.253 
"35","00400","31060","NM","Los Alamos, NM Micropolitan Statistical Area","3500400",17950,0.111 
"35","00400","42140","NM","Santa Fe, NM Metropolitan Statistical Area","3500400",144170,0.889 
"35","00500","10740","NM","Albuquerque, NM Metropolitan Statistical Area","3500500",207502,1 
"35","00601","10740","NM","Albuquerque, NM Metropolitan Statistical Area","3500601",156188,1 
"35","00602","10740","NM","Albuquerque, NM Metropolitan Statistical Area","3500602",106158,1 
"35","00603","10740","NM","Albuquerque, NM Metropolitan Statistical Area","3500603",154102,1 
"35","00604","10740","NM","Albuquerque, NM Metropolitan Statistical Area","3500604",102884,1 
"35","00605","10740","NM","Albuquerque, NM Metropolitan Statistical Area","3500605",143860,1 
"35","00700","23700","NM","Gallup, NM Micropolitan Statistical Area","3500700",71492,0.724 
"35","00700","24380","NM","Grants, NM Micropolitan Statistical Area","3500700",27213,0.276 
"35","00800","10740","NM","Albuquerque, NM Metropolitan Statistical Area","3500800",16383,0.15 
"35","00800","19700","NM","Deming, NM Micropolitan Statistical Area","3500800",25095,0.229 
"35","00800","43500","NM","Silver City, NM Micropolitan Statistical Area","3500800",29514,0.27 
"35","00800","99999","NM","99999","3500800",38473,0.351 
"35","00900","29740","NM","Las Cruces, NM Metropolitan Statistical Area","3500900",209233,1 
"35","01000","10460","NM","Alamogordo, NM Micropolitan Statistical Area","3501000",63797,0.493 
"35","01000","40740","NM","Roswell, NM Micropolitan Statistical Area","3501000",65645,0.507 
"35","01100","16100","NM","Carlsbad-Artesia, NM Micropolitan Statistical Area","3501100",53829,0.454 
"35","01100","26020","NM","Hobbs, NM Micropolitan Statistical Area","3501100",64727,0.546 
"36","00100","36300","NY","Ogdensburg-Massena, NY Micropolitan Statistical Area","3600100",111944,1 
"36","00200","31660","NY","Malone, NY Micropolitan Statistical Area","3600200",51599,0.29 
"36","00200","38460","NY","Plattsburgh, NY Micropolitan Statistical Area","3600200",82128,0.462 
"36","00200","99999","NY","99999","3600200",44206,0.248 
"36","00300","24020","NY","Glens Falls, NY Metropolitan Statistical Area","3600300",128923,1 
"36","00401","46540","NY","Utica-Rome, NY Metropolitan Statistical Area","3600401",151431,1 
"36","00402","46540","NY","Utica-Rome, NY Metropolitan Statistical Area","3600402",147966,1 
"36","00500","48060","NY","Watertown-Fort Drum, NY Micropolitan Statistical Area","3600500",116229,0.811 
"36","00500","99999","NY","99999","3600500",27087,0.189 
"36","00600","45060","NY","Syracuse, NY Metropolitan Statistical Area","3600600",122109,1 
"36","00700","45060","NY","Syracuse, NY Metropolitan Statistical Area","3600700",145170,1 
"36","00801","45060","NY","Syracuse, NY Metropolitan Statistical Area","3600801",109127,1 
"36","00802","45060","NY","Syracuse, NY Metropolitan Statistical Area","3600802",126522,1 
