STATE,LOGRECNO,GEOID,Name
US,0000001,01000US,United States
US,0000002,01001US,United States -- Urban
US,0000003,01043US,United States -- Rural
US,0000004,01089US,United States -- American Indian Reservation and Trust Land -- Federal
US,0000005,01090US,United States -- American Indian Reservation and Trust Land -- State
US,0000006,01091US,United States -- Oklahoma Tribal Statistical Area
US,0000007,01092US,United States -- Tribal Designated Statistical Area
US,0000008,01093US,United States -- Alaska Native Village Statistical Area
US,0000009,01094US,United States -- State Designated Tribal Statistical Area
US,0000010,01095US,United States -- Hawaiian Home Land
US,0000011,010A0US,United States -- In metropolitan or micropolitan statistical area
US,0000012,010C0US,United States -- In metropolitan statistical area
US,0000013,010C1US,United States -- In metropolitan statistical area -- in principal city
US,0000014,010C2US,United States -- In metropolitan statistical area -- not in principal city
US,0000015,010E0US,United States -- In micropolitan statistical area
US,0000016,010E1US,United States -- In micropolitan statistical area -- in principal city
US,0000017,010E2US,United States -- In micropolitan statistical area -- not in principal city
US,0000018,010G0US,United States -- Not in metropolitan or micropolitan statistical area
US,0000019,010H0US,United States -- Not in metropolitan statistical area
US,0000020,02000US1,Northeast Region
US,0000021,02000US2,Midwest Region
US,0000022,02000US3,South Region
US,0000023,02000US4,West Region
US,0000024,02001US1,Northeast Region -- Urban
US,0000025,02001US2,Midwest Region -- Urban
US,0000026,02001US3,South Region -- Urban
US,0000027,02001US4,West Region -- Urban
US,0000028,02043US1,Northeast Region -- Rural
US,0000029,02043US2,Midwest Region -- Rural
US,0000030,02043US3,South Region -- Rural
US,0000031,02043US4,West Region -- Rural
US,0000032,020A0US1,Northeast Region -- In metropolitan or micropolitan statistical area
US,0000033,020A0US2,Midwest Region -- In metropolitan or micropolitan statistical area
US,0000034,020A0US3,South Region -- In metropolitan or micropolitan statistical area
US,0000035,020A0US4,West Region -- In metropolitan or micropolitan statistical area
US,0000036,020C0US1,Northeast Region -- In metropolitan statistical area
US,0000037,020C0US2,Midwest Region -- In metropolitan statistical area
US,0000038,020C0US3,South Region -- In metropolitan statistical area
US,0000039,020C0US4,West Region -- In metropolitan statistical area
US,0000040,020C1US1,Northeast Region -- In metropolitan statistical area -- in principal city
US,0000041,020C1US2,Midwest Region -- In metropolitan statistical area -- in principal city
US,0000042,020C1US3,South Region -- In metropolitan statistical area -- in principal city
US,0000043,020C1US4,West Region -- In metropolitan statistical area -- in principal city
US,0000044,020C2US1,Northeast Region -- In metropolitan statistical area -- not in principal city
US,0000045,020C2US2,Midwest Region -- In metropolitan statistical area -- not in principal city
US,0000046,020C2US3,South Region -- In metropolitan statistical area -- not in principal city
US,0000047,020C2US4,West Region -- In metropolitan statistical area -- not in principal city
US,0000048,020E0US1,Northeast Region -- In micropolitan statistical area
US,0000049,020E0US2,Midwest Region -- In micropolitan statistical area
US,0000050,020E0US3,South Region -- In micropolitan statistical area
US,0000051,020E0US4,West Region -- In micropolitan statistical area
US,0000052,020E1US1,Northeast Region -- In micropolitan statistical area -- in principal city
US,0000053,020E1US2,Midwest Region -- In micropolitan statistical area -- in principal city
US,0000054,020E1US3,South Region -- In micropolitan statistical area -- in principal city
US,0000055,020E1US4,West Region -- In micropolitan statistical area -- in principal city
US,0000056,020E2US1,Northeast Region -- In micropolitan statistical area -- not in principal city
US,0000057,020E2US2,Midwest Region -- In micropolitan statistical area -- not in principal city
US,0000058,020E2US3,South Region -- In micropolitan statistical area -- not in principal city
US,0000059,020E2US4,West Region -- In micropolitan statistical area -- not in principal city
US,0000060,020G0US1,Northeast Region -- Not in metropolitan or micropolitan statistical area
US,0000061,020G0US2,Midwest Region -- Not in metropolitan or micropolitan statistical area
US,0000062,020G0US3,South Region -- Not in metropolitan or micropolitan statistical area
US,0000063,020G0US4,West Region -- Not in metropolitan or micropolitan statistical area
US,0000064,020H0US1,Northeast Region -- Not in metropolitan statistical area
US,0000065,020H0US2,Midwest Region -- Not in metropolitan statistical area
US,0000066,020H0US3,South Region -- Not in metropolitan statistical area
US,0000067,020H0US4,West Region -- Not in metropolitan statistical area
US,0000068,03000US1,New England Division
US,0000069,03000US2,Middle Atlantic Division
US,0000070,03000US3,East North Central Division
US,0000071,03000US4,West North Central Division
US,0000072,03000US5,South Atlantic Division
US,0000073,03000US6,East South Central Division
US,0000074,03000US7,West South Central Division
US,0000075,03000US8,Mountain Division
US,0000076,03000US9,Pacific Division
US,0000077,03001US1,New England Division -- Urban
US,0000078,03001US2,Middle Atlantic Division -- Urban
US,0000079,03001US3,East North Central Division -- Urban
US,0000080,03001US4,West North Central Division -- Urban
US,0000081,03001US5,South Atlantic Division -- Urban
US,0000082,03001US6,East South Central Division -- Urban
US,0000083,03001US7,West South Central Division -- Urban
US,0000084,03001US8,Mountain Division -- Urban
US,0000085,03001US9,Pacific Division -- Urban
US,0000086,03043US1,New England Division -- Rural
US,0000087,03043US2,Middle Atlantic Division -- Rural
US,0000088,03043US3,East North Central Division -- Rural
US,0000089,03043US4,West North Central Division -- Rural
US,0000090,03043US5,South Atlantic Division -- Rural
US,0000091,03043US6,East South Central Division -- Rural
US,0000092,03043US7,West South Central Division -- Rural
US,0000093,03043US8,Mountain Division -- Rural
US,0000094,03043US9,Pacific Division -- Rural
US,0000095,030A0US1,New England Division -- In metropolitan or micropolitan statistical area
US,0000096,030A0US2,Middle Atlantic Division -- In metropolitan or micropolitan statistical area
US,0000097,030A0US3,East North Central Division -- In metropolitan or micropolitan statistical area
US,0000098,030A0US4,West North Central Division -- In metropolitan or micropolitan statistical area
US,0000099,030A0US5,South Atlantic Division -- In metropolitan or micropolitan statistical area
US,0000100,030A0US6,East South Central Division -- In metropolitan or micropolitan statistical area
US,0000101,030A0US7,West South Central Division -- In metropolitan or micropolitan statistical area
US,0000102,030A0US8,Mountain Division -- In metropolitan or micropolitan statistical area
US,0000103,030A0US9,Pacific Division -- In metropolitan or micropolitan statistical area
US,0000104,030C0US1,New England Division -- In metropolitan statistical area
US,0000105,030C0US2,Middle Atlantic Division -- In metropolitan statistical area
US,0000106,030C0US3,East North Central Division -- In metropolitan statistical area
US,0000107,030C0US4,West North Central Division -- In metropolitan statistical area
US,0000108,030C0US5,South Atlantic Division -- In metropolitan statistical area
US,0000109,030C0US6,East South Central Division -- In metropolitan statistical area
US,0000110,030C0US7,West South Central Division -- In metropolitan statistical area
US,0000111,030C0US8,Mountain Division -- In metropolitan statistical area
US,0000112,030C0US9,Pacific Division -- In metropolitan statistical area
US,0000113,030C1US1,New England Division -- In metropolitan statistical area -- in principal city
US,0000114,030C1US2,Middle Atlantic Division -- In metropolitan statistical area -- in principal city
US,0000115,030C1US3,East North Central Division -- In metropolitan statistical area -- in principal city
US,0000116,030C1US4,West North Central Division -- In metropolitan statistical area -- in principal city
US,0000117,030C1US5,South Atlantic Division -- In metropolitan statistical area -- in principal city
US,0000118,030C1US6,East South Central Division -- In metropolitan statistical area -- in principal city
US,0000119,030C1US7,West South Central Division -- In metropolitan statistical area -- in principal city
US,0000120,030C1US8,Mountain Division -- In metropolitan statistical area -- in principal city
US,0000121,030C1US9,Pacific Division -- In metropolitan statistical area -- in principal city
US,0000122,030C2US1,New England Division -- In metropolitan statistical area -- not in principal city
US,0000123,030C2US2,Middle Atlantic Division -- In metropolitan statistical area -- not in principal city
US,0000124,030C2US3,East North Central Division -- In metropolitan statistical area -- not in principal city
US,0000125,030C2US4,West North Central Division -- In metropolitan statistical area -- not in principal city
US,0000126,030C2US5,South Atlantic Division -- In metropolitan statistical area -- not in principal city
US,0000127,030C2US6,East South Central Division -- In metropolitan statistical area -- not in principal city
US,0000128,030C2US7,West South Central Division -- In metropolitan statistical area -- not in principal city
US,0000129,030C2US8,Mountain Division -- In metropolitan statistical area -- not in principal city
US,0000130,030C2US9,Pacific Division -- In metropolitan statistical area -- not in principal city
US,0000131,030E0US1,New England Division -- In micropolitan statistical area
US,0000132,030E0US2,Middle Atlantic Division -- In micropolitan statistical area
US,0000133,030E0US3,East North Central Division -- In micropolitan statistical area
US,0000134,030E0US4,West North Central Division -- In micropolitan statistical area
US,0000135,030E0US5,South Atlantic Division -- In micropolitan statistical area
US,0000136,030E0US6,East South Central Division -- In micropolitan statistical area
US,0000137,030E0US7,West South Central Division -- In micropolitan statistical area
US,0000138,030E0US8,Mountain Division -- In micropolitan statistical area
US,0000139,030E0US9,Pacific Division -- In micropolitan statistical area
US,0000140,030E1US1,New England Division -- In micropolitan statistical area -- in principal city
US,0000141,030E1US2,Middle Atlantic Division -- In micropolitan statistical area -- in principal city
US,0000142,030E1US3,East North Central Division -- In micropolitan statistical area -- in principal city
US,0000143,030E1US4,West North Central Division -- In micropolitan statistical area -- in principal city
US,0000144,030E1US5,South Atlantic Division -- In micropolitan statistical area -- in principal city
US,0000145,030E1US6,East South Central Division -- In micropolitan statistical area -- in principal city
US,0000146,030E1US7,West South Central Division -- In micropolitan statistical area -- in principal city
US,0000147,030E1US8,Mountain Division -- In micropolitan statistical area -- in principal city
US,0000148,030E1US9,Pacific Division -- In micropolitan statistical area -- in principal city
US,0000149,030E2US1,New England Division -- In micropolitan statistical area -- not in principal city
US,0000150,030E2US2,Middle Atlantic Division -- In micropolitan statistical area -- not in principal city
US,0000151,030E2US3,East North Central Division -- In micropolitan statistical area -- not in principal city
US,0000152,030E2US4,West North Central Division -- In micropolitan statistical area -- not in principal city
US,0000153,030E2US5,South Atlantic Division -- In micropolitan statistical area -- not in principal city
US,0000154,030E2US6,East South Central Division -- In micropolitan statistical area -- not in principal city
US,0000155,030E2US7,West South Central Division -- In micropolitan statistical area -- not in principal city
US,0000156,030E2US8,Mountain Division -- In micropolitan statistical area -- not in principal city
US,0000157,030E2US9,Pacific Division -- In micropolitan statistical area -- not in principal city
US,0000158,030G0US1,New England Division -- Not in metropolitan or micropolitan statistical area
US,0000159,030G0US2,Middle Atlantic Division -- Not in metropolitan or micropolitan statistical area
US,0000160,030G0US3,East North Central Division -- Not in metropolitan or micropolitan statistical area
US,0000161,030G0US4,West North Central Division -- Not in metropolitan or micropolitan statistical area
US,0000162,030G0US5,South Atlantic Division -- Not in metropolitan or micropolitan statistical area
US,0000163,030G0US6,East South Central Division -- Not in metropolitan or micropolitan statistical area
US,0000164,030G0US7,West South Central Division -- Not in metropolitan or micropolitan statistical area
US,0000165,030G0US8,Mountain Division -- Not in metropolitan or micropolitan statistical area
US,0000166,030G0US9,Pacific Division -- Not in metropolitan or micropolitan statistical area
US,0000167,030H0US1,New England Division -- Not in metropolitan statistical area
US,0000168,030H0US2,Middle Atlantic Division -- Not in metropolitan statistical area
US,0000169,030H0US3,East North Central Division -- Not in metropolitan statistical area
US,0000170,030H0US4,West North Central Division -- Not in metropolitan statistical area
US,0000171,030H0US5,South Atlantic Division -- Not in metropolitan statistical area
US,0000172,030H0US6,East South Central Division -- Not in metropolitan statistical area
US,0000173,030H0US7,West South Central Division -- Not in metropolitan statistical area
US,0000174,030H0US8,Mountain Division -- Not in metropolitan statistical area
US,0000175,030H0US9,Pacific Division -- Not in metropolitan statistical area
US,0000176,25000US0010,"Acoma Pueblo and Off-Reservation Trust Land, NM"
US,0000177,25000US0020,"Agua Caliente Indian Reservation and Off-Reservation Trust Land, CA"
US,0000178,25000US0050,"Alabama-Coushatta Reservation and Off-Reservation Trust Land, TX"
US,0000179,25000US0080,"Allegany Reservation, NY"
US,0000180,25000US0095,"Alturas Indian Rancheria, CA"
US,0000181,25000US0110,"Annette Island Reserve, AK"
US,0000182,25000US0115,"Aroostook Band of Micmac Trust Land, ME"
US,0000183,25000US0120,"Auburn Rancheria and Off-Reservation Trust Land, CA"
US,0000184,25000US0125,"Augustine Reservation, CA"
US,0000185,25000US0140,"Bad River Reservation, WI"
US,0000186,25000US0155,"Barona Reservation, CA"
US,0000187,25000US0165,"Battle Mountain Reservation and Off-Reservation Trust Land, NV"
US,0000188,25000US0170,"Bay Mills Reservation and Off-Reservation Trust Land, MI"
US,0000189,25000US0185,"Benton Paiute Reservation and Off-Reservation Trust Land, CA"
US,0000190,25000US0200,"Berry Creek Rancheria and Off-Reservation Trust Land, CA"
US,0000191,25000US0215,"Big Bend Rancheria, CA"
US,0000192,25000US0225,"Big Cypress Reservation, FL"
US,0000193,25000US0240,"Big Lagoon Rancheria, CA"
US,0000194,25000US0250,"Big Pine Reservation, CA"
US,0000195,25000US0265,"Big Sandy Rancheria and Off-Reservation Trust Land, CA"
US,0000196,25000US0275,"Big Valley Rancheria, CA"
US,0000197,25000US0290,"Bishop Reservation, CA"
US,0000198,25000US0305,"Blackfeet Indian Reservation and Off-Reservation Trust Land, MT"
US,0000199,25000US0325,"Blue Lake Rancheria and Off-Reservation Trust Land, CA"
US,0000200,25000US0335,"Bois Forte Reservation and Off-Reservation Trust Land, MN"
US,0000201,25000US0350,"Bridgeport Reservation, CA"
US,0000202,25000US0360,"Brighton Reservation, FL"
US,0000203,25000US0400,"Burns Paiute Indian Colony and Off-Reservation Trust Land, OR"
US,0000204,25000US0415,"Cabazon Reservation, CA"
US,0000205,25000US0435,"Cahuilla Reservation, CA"
US,0000206,25000US0440,"Campbell Ranch, NV"
US,0000207,25000US0450,"Campo Indian Reservation, CA"
US,0000208,25000US0495,"Capitan Grande Reservation, CA"
US,0000209,25000US0510,"Carson Colony, NV"
US,0000210,25000US0525,"Catawba Reservation, SC"
US,0000211,25000US0540,"Cattaraugus Reservation, NY"
US,0000212,25000US0555,"Cedarville Rancheria and Off-Reservation Trust Land, CA"
US,0000213,25000US0560,"Celilo Village, OR"
US,0000214,25000US0575,"Chehalis Reservation and Off-Reservation Trust Land, WA"
US,0000215,25000US0585,"Chemehuevi Reservation, CA"
US,0000216,25000US0605,"Cheyenne River Reservation and Off-Reservation Trust Land, SD"
US,0000217,25000US0620,"Chicken Ranch Rancheria and Off-Reservation Trust Land, CA"
US,0000218,25000US0635,"Chitimacha Reservation, LA"
US,0000219,25000US0680,"Pueblo de Cochiti, NM"
US,0000220,25000US0690,"Coconut Creek Trust Land, FL"
US,0000221,25000US0695,"Cocopah Reservation, AZ"
US,0000222,25000US0705,"Coeur d'Alene Reservation, ID"
US,0000223,25000US0720,"Cold Springs Rancheria, CA"
US,0000224,25000US0735,"Colorado River Indian Reservation, AZ--CA"
US,0000225,25000US0750,"Colusa Rancheria, CA"
US,0000226,25000US0760,"Colville Reservation and Off-Reservation Trust Land, WA"
US,0000227,25000US0770,"Coos, Lower Umpqua, and Siuslaw Reservation and Off-Reservation Trust Land, OR"
US,0000228,25000US0775,"Coquille Reservation, OR"
US,0000229,25000US0780,"Cortina Indian Rancheria, CA"
US,0000230,25000US0795,"Coushatta Reservation and Off-Reservation Trust Land, LA"
US,0000231,25000US0815,"Cow Creek Reservation and Off-Reservation Trust Land, OR"
US,0000232,25000US0820,"Cowlitz Reservation, WA"
US,0000233,25000US0825,"Coyote Valley Reservation, CA"
US,0000234,25000US0845,"Crow Reservation and Off-Reservation Trust Land, MT"
US,0000235,25000US0855,"Crow Creek Reservation, SD"
US,0000236,25000US0940,"Dresslerville Colony, NV"
US,0000237,25000US0955,"Dry Creek Rancheria and Off-Reservation Trust Land, CA"
US,0000238,25000US0965,"Duck Valley Reservation, NV--ID"
US,0000239,25000US0975,"Duckwater Reservation, NV"
US,0000240,25000US0990,"Eastern Cherokee Reservation, NC"
US,0000241,25000US1005,"Elko Colony, NV"
US,0000242,25000US1010,"Elk Valley Rancheria and Off-Reservation Trust Land, CA"
US,0000243,25000US1040,"Ely Reservation, NV"
US,0000244,25000US1055,"Enterprise Rancheria, CA"
US,0000245,25000US1065,"Ewiiaapaayp Reservation, CA"
US,0000246,25000US1070,"Fallon Paiute-Shoshone Colony and Off-Reservation Trust Land, NV"
US,0000247,25000US1075,"Fallon Paiute-Shoshone Reservation and Off-Reservation Trust Land, NV"
US,0000248,25000US1100,"Flandreau Reservation, SD"
US,0000249,25000US1110,"Flathead Reservation, MT"
US,0000250,25000US1125,"Fond du Lac Reservation and Off-Reservation Trust Land, MN--WI"
US,0000251,25000US1135,"Forest County Potawatomi Community and Off-Reservation Trust Land, WI"
US,0000252,25000US1140,"Fort Apache Reservation, AZ"
US,0000253,25000US1150,"Fort Belknap Reservation and Off-Reservation Trust Land, MT"
US,0000254,25000US1160,"Fort Berthold Reservation, ND"
US,0000255,25000US1170,"Fort Bidwell Reservation and Off-Reservation Trust Land, CA"
US,0000256,25000US1185,"Fort Hall Reservation and Off-Reservation Trust Land, ID"
US,0000257,25000US1195,"Fort Independence Reservation, CA"
US,0000258,25000US1210,"Fort McDermitt Indian Reservation, NV--OR"
US,0000259,25000US1220,"Fort McDowell Yavapai Nation Reservation, AZ"
US,0000260,25000US1235,"Fort Mojave Reservation and Off-Reservation Trust Land, AZ--CA--NV"
US,0000261,25000US1250,"Fort Peck Indian Reservation and Off-Reservation Trust Land, MT"
US,0000262,25000US1260,"Fort Pierce Reservation, FL"
US,0000263,25000US1270,"Fort Sill Apache Indian Reservation, NM"
US,0000264,25000US1280,"Fort Yuma Indian Reservation, CA--AZ"
US,0000265,25000US1310,"Gila River Indian Reservation, AZ"
US,0000266,25000US1340,"Goshute Reservation, NV--UT"
US,0000267,25000US1355,"Grand Portage Reservation and Off-Reservation Trust Land, MN"
US,0000268,25000US1365,"Grand Ronde Community and Off-Reservation Trust Land, OR"
US,0000269,25000US1370,"Grand Traverse Reservation and Off-Reservation Trust Land, MI"
US,0000270,25000US1380,"Greenville Rancheria, CA"
US,0000271,25000US1395,"Grindstone Indian Rancheria, CA"
US,0000272,25000US1400,"Guidiville Rancheria and Off-Reservation Trust Land, CA"
US,0000273,25000US1410,"Hannahville Indian Community and Off-Reservation Trust Land, MI"
US,0000274,25000US1440,"Havasupai Reservation, AZ"
US,0000275,25000US1450,"Ho-Chunk Nation Reservation and Off-Reservation Trust Land, WI--MN"
US,0000276,25000US1460,"Hoh Indian Reservation and Off-Reservation Trust Land, WA"
US,0000277,25000US1475,"Hollywood Reservation, FL"
US,0000278,25000US1490,"Hoopa Valley Reservation, CA"
US,0000279,25000US1505,"Hopi Reservation and Off-Reservation Trust Land, AZ"
US,0000280,25000US1515,"Hopland Rancheria, CA"
US,0000281,25000US1530,"Houlton Maliseet Reservation and Off-Reservation Trust Land, ME"
US,0000282,25000US1545,"Hualapai Indian Reservation and Off-Reservation Trust Land, AZ"
US,0000283,25000US1550,"Huron Potawatomi Reservation and Off-Reservation Trust Land, MI"
US,0000284,25000US1555,"Immokalee Reservation, FL"
US,0000285,25000US1560,"Inaja and Cosmit Reservation, CA"
US,0000286,25000US1575,"Indian Township Reservation, ME"
US,0000287,25000US1590,"Iowa (KS-NE) Reservation and Off-Reservation Trust Land, KS--NE"
US,0000288,25000US1610,"Isabella Reservation and Off-Reservation Trust Land, MI"
US,0000289,25000US1625,"Isleta Pueblo, NM"
US,0000290,25000US1640,"Jackson Rancheria, CA"
US,0000291,25000US1655,"Jamestown S'Klallam Reservation and Off-Reservation Trust Land, WA"
US,0000292,25000US1670,"Jamul Indian Village, CA"
US,0000293,25000US1685,"Jemez Pueblo, NM"
US,0000294,25000US1690,"Jena Band of Choctaw Reservation, LA"
US,0000295,25000US1700,"Jicarilla Apache Nation Reservation and Off-Reservation Trust Land, NM"
US,0000296,25000US1720,"Kaibab Indian Reservation, AZ"
US,0000297,25000US1735,"Kalispel Reservation and Off-Reservation Trust Land, WA"
US,0000298,25000US1750,"Karuk Reservation and Off-Reservation Trust Land, CA"
US,0000299,25000US1770,"Kickapoo (KS) Reservation, KS"
US,0000300,25000US1775,"Kickapoo (TX) Reservation, TX"
US,0000301,25000US1785,"Klamath Reservation, OR"
US,0000302,25000US1800,"Kootenai Reservation and Off-Reservation Trust Land, ID"
US,0000303,25000US1815,"Lac Courte Oreilles Reservation and Off-Reservation Trust Land, WI"
US,0000304,25000US1825,"Lac du Flambeau Reservation, WI"
US,0000305,25000US1830,"Lac Vieux Desert Reservation, MI"
US,0000306,25000US1840,"Laguna Pueblo and Off-Reservation Trust Land, NM"
US,0000307,25000US1850,"La Jolla Reservation, CA"
US,0000308,25000US1860,"Lake Traverse Reservation and Off-Reservation Trust Land, SD--ND"
US,0000309,25000US1880,"L'Anse Reservation and Off-Reservation Trust Land, MI"
US,0000310,25000US1895,"La Posta Indian Reservation, CA"
US,0000311,25000US1915,"Las Vegas Indian Colony, NV"
US,0000312,25000US1925,"Laytonville Rancheria, CA"
US,0000313,25000US1940,"Leech Lake Reservation and Off-Reservation Trust Land, MN"
US,0000314,25000US1955,"Likely Rancheria, CA"
US,0000315,25000US1960,"Little River Reservation and Off-Reservation Trust Land, MI"
US,0000316,25000US1963,"Little Traverse Bay Reservation and Off-Reservation Trust Land, MI"
US,0000317,25000US1970,"Lone Pine Reservation, CA"
US,0000318,25000US1980,"Lookout Rancheria, CA"
US,0000319,25000US1995,"Los Coyotes Reservation, CA"
US,0000320,25000US2015,"Lovelock Indian Colony, NV"
US,0000321,25000US2030,"Lower Brule Reservation and Off-Reservation Trust Land, SD"
US,0000322,25000US2040,"Lower Elwha Reservation and Off-Reservation Trust Land, WA"
US,0000323,25000US2055,"Lower Sioux Indian Community, MN"
US,0000324,25000US2070,"Lummi Reservation, WA"
US,0000325,25000US2075,"Lytton Rancheria, CA"
US,0000326,25000US2085,"Makah Indian Reservation, WA"
US,0000327,25000US2100,"Manchester-Point Arena Rancheria, CA"
US,0000328,25000US2115,"Manzanita Reservation and Off-Reservation Trust Land, CA"
US,0000329,25000US2130,"Maricopa (Ak Chin) Indian Reservation and Off-Reservation Trust Land, AZ"
US,0000330,25000US2145,"Mashantucket Pequot Reservation and Off-Reservation Trust Land, CT"
US,0000331,25000US2150,"Match-e-be-nash-she-wish Band of Pottawatomi Reservation, MI"
US,0000332,25000US2175,"Menominee Reservation and Off-Reservation Trust Land, WI"
US,0000333,25000US2190,"Mesa Grande Reservation, CA"
US,0000334,25000US2205,"Mescalero Reservation, NM"
US,0000335,25000US2240,"Miccosukee Reservation and Off-Reservation Trust Land, FL"
US,0000336,25000US2255,"Middletown Rancheria, CA"
US,0000337,25000US2270,"Mille Lacs Reservation and Off-Reservation Trust Land, MN"
US,0000338,25000US2285,"Minnesota Chippewa Trust Land, MN"
US,0000339,25000US2300,"Mississippi Choctaw Reservation and Off-Reservation Trust Land, MS"
US,0000340,25000US2315,"Moapa River Indian Reservation, NV"
US,0000341,25000US2320,"Mohegan Reservation and Off-Reservation Trust Land, CT"
US,0000342,25000US2330,"Montgomery Creek Rancheria, CA"
US,0000343,25000US2340,"Mooretown Rancheria and Off-Reservation Trust Land, CA"
US,0000344,25000US2360,"Morongo Reservation and Off-Reservation Trust Land, CA"
US,0000345,25000US2375,"Muckleshoot Reservation and Off-Reservation Trust Land, WA"
US,0000346,25000US2400,"Nambe Pueblo and Off-Reservation Trust Land, NM"
US,0000347,25000US2415,"Narragansett Reservation, RI"
US,0000348,25000US2430,"Navajo Nation Reservation and Off-Reservation Trust Land, AZ--NM--UT"
US,0000349,25000US2445,"Nez Perce Reservation, ID"
US,0000350,25000US2460,"Nisqually Reservation, WA"
US,0000351,25000US2475,"Nooksack Reservation and Off-Reservation Trust Land, WA"
US,0000352,25000US2490,"Northern Cheyenne Indian Reservation and Off-Reservation Trust Land, MT--SD"
US,0000353,25000US2495,"North Fork Rancheria and Off-Reservation Trust Land, CA"
US,0000354,25000US2505,"Northwestern Shoshone Reservation, UT"
US,0000355,25000US2510,"Ohkay Owingeh, NM"
US,0000356,25000US2535,"Oil Springs Reservation, NY"
US,0000357,25000US2550,"Omaha Reservation, NE--IA"
US,0000358,25000US2555,"Oneida Nation Reservation, NY"
US,0000359,25000US2560,"Oneida (WI) Reservation and Off-Reservation Trust Land, WI"
US,0000360,25000US2570,"Onondaga Nation Reservation, NY"
US,0000361,25000US2580,"Ontonagon Reservation, MI"
US,0000362,25000US2595,"Osage Reservation, OK"
US,0000363,25000US2625,"Paiute (UT) Reservation, UT"
US,0000364,25000US2635,"Pala Reservation, CA"
US,0000365,25000US2680,"Pascua Pueblo Yaqui Reservation and Off-Reservation Trust Land, AZ"
US,0000366,25000US2685,"Paskenta Rancheria, CA"
US,0000367,25000US2695,"Passamaquoddy Trust Land, ME"
US,0000368,25000US2715,"Pauma and Yuima Reservation, CA"
US,0000369,25000US2745,"Pechanga Reservation, CA"
US,0000370,25000US2760,"Penobscot Reservation and Off-Reservation Trust Land, ME"
US,0000371,25000US2775,"Picayune Rancheria and Off-Reservation Trust Land, CA"
US,0000372,25000US2785,"Picuris Pueblo, NM"
US,0000373,25000US2810,"Pine Ridge Reservation, SD--NE"
US,0000374,25000US2820,"Pinoleville Rancheria, CA"
US,0000375,25000US2835,"Pit River Trust Land, CA"
US,0000376,25000US2850,"Pleasant Point Reservation, ME"
US,0000377,25000US2865,"Poarch Creek Reservation and Off-Reservation Trust Land, AL--FL"
US,0000378,25000US2890,"Pokagon Reservation and Off-Reservation Trust Land, MI"
US,0000379,25000US2900,"Ponca (NE) Trust Land, NE--IA"
US,0000380,25000US2910,"Port Gamble Reservation and Off-Reservation Trust Land, WA"
US,0000381,25000US2925,"Port Madison Reservation, WA"
US,0000382,25000US2980,"Prairie Band of Potawatomi Nation Reservation, KS"
US,0000383,25000US2985,"Prairie Island Indian Community and Off-Reservation Trust Land, MN"
US,0000384,25000US2990,"Pueblo of Pojoaque and Off-Reservation Trust Land, NM"
US,0000385,25000US3000,"Puyallup Reservation and Off-Reservation Trust Land, WA"
US,0000386,25000US3010,"Pyramid Lake Paiute Reservation, NV"
US,0000387,25000US3020,"Quartz Valley Reservation and Off-Reservation Trust Land, CA"
US,0000388,25000US3030,"Quileute Reservation, WA"
US,0000389,25000US3040,"Quinault Reservation, WA"
US,0000390,25000US3070,"Ramona Village, CA"
US,0000391,25000US3085,"Red Cliff Reservation and Off-Reservation Trust Land, WI"
US,0000392,25000US3095,"Redding Rancheria, CA"
US,0000393,25000US3100,"Red Lake Reservation, MN"
US,0000394,25000US3115,"Redwood Valley Rancheria, CA"
US,0000395,25000US3130,"Reno-Sparks Indian Colony, NV"
US,0000396,25000US3145,"Resighini Rancheria, CA"
US,0000397,25000US3165,"Rincon Reservation and Off-Reservation Trust Land, CA"
US,0000398,25000US3185,"Roaring Creek Rancheria, CA"
US,0000399,25000US3195,"Robinson Rancheria and Off-Reservation Trust Land, CA"
US,0000400,25000US3205,"Rocky Boy's Reservation and Off-Reservation Trust Land, MT"
US,0000401,25000US3220,"Rohnerville Rancheria, CA"
US,0000402,25000US3235,"Rosebud Indian Reservation and Off-Reservation Trust Land, SD"
US,0000403,25000US3250,"Round Valley Reservation and Off-Reservation Trust Land, CA"
US,0000404,25000US3265,"Rumsey Indian Rancheria, CA"
US,0000405,25000US3280,"Sac and Fox/Meskwaki Settlement and Off-Reservation Trust Land, IA"
US,0000406,25000US3285,"Sac and Fox Nation Reservation and Off-Reservation Trust Land, NE--KS"
US,0000407,25000US3305,"St. Croix Reservation and Off-Reservation Trust Land, WI"
US,0000408,25000US3320,"St. Regis Mohawk Reservation, NY"
US,0000409,25000US3340,"Salt River Reservation, AZ"
US,0000410,25000US3355,"San Carlos Reservation, AZ"
US,0000411,25000US3370,"Sandia Pueblo, NM"
US,0000412,25000US3400,"San Felipe Pueblo, NM"
US,0000413,25000US3415,"San Ildefonso Pueblo and Off-Reservation Trust Land, NM"
US,0000414,25000US3445,"San Manuel Reservation and Off-Reservation Trust Land, CA"
US,0000415,25000US3460,"San Pasqual Reservation, CA"
US,0000416,25000US3480,"Santa Ana Pueblo, NM"
US,0000417,25000US3495,"Santa Clara Pueblo and Off-Reservation Trust Land, NM"
US,0000418,25000US3520,"Santa Rosa Rancheria, CA"
US,0000419,25000US3525,"Santa Rosa Reservation, CA"
US,0000420,25000US3540,"Santa Ynez Reservation, CA"
US,0000421,25000US3550,"Santa Ysabel Reservation, CA"
